Error Type,Topic Guid,Message

Warning,ea657843-505c-4981-a369-004881db1ae6,Topic title:add-records-at-yahoo!-small-business-to-set-up-your-sharepoint-online-public-website bigger then max length:80 new topic title name:add-records-at-yahoo!-small-business-to-set-up-your-sharepoint-online-public-web
Warning,54854172-c871-4d32-b82f-01a9f2990030,Topic title:use-the-sharepoint-client-side-object-model-and-search-to-gather-a-list-of-personal-sites-in-sharepoint-online bigger then max length:80 new topic title name:use-the-sharepoint-client-side-object-model-and-search-to-gather-a-list-of-perso
Warning,7f488f09-f004-4db5-aec5-01c262aa3d34,Topic title:let-skype-for-business-online-users-communicate-outside-your-organization-small-business bigger then max length:80 new topic title name:let-skype-for-business-online-users-communicate-outside-your-organization-small-
Warning,f766254a-5688-44eb-86c8-026575839829,Topic title:use-the-office-365-setup-wizard-in-the-old-admin-center-to-perform-a-cutover-migration bigger then max length:80 new topic title name:use-the-office-365-setup-wizard-in-the-old-admin-center-to-perform-a-cutover-mig
Warning,5020140d-24c4-4817-8bb4-05e1c225d1f2,Topic title:deployment-considerations-for-implementing-microsoft-identity-manager-with-sharepoint-server-2016 bigger then max length:80 new topic title name:deployment-considerations-for-implementing-microsoft-identity-manager-with-share
Warning,ec3a8cb2-141f-4c4b-a3c3-068ea89121cf,Topic title:the-unattended-service-account-application-id-is-not-specified-or-has-an-invalid-value bigger then max length:80 new topic title name:the-unattended-service-account-application-id-is-not-specified-or-has-an-invalid
Warning,f7985f7b-c1f6-4cb7-b2ba-079a6375b379,Topic title:new-office-365-web-experiences-to-help-you-get-started-and-simplify-working-with-your-apps-and-online-documents bigger then max length:80 new topic title name:new-office-365-web-experiences-to-help-you-get-started-and-simplify-working-with
Warning,9264a27c-866e-498e-9503-09233c8d6cd1,Topic title:get-started-with-office-365 duplicated. New topic title name:get-started-with-office-365-0
Warning,ae97bdaa-8396-4abc-a35b-0a2b4d114cc3,Topic title:do-not-use_office-365-reports-in-the-admin-center-previewsharepoint-file-activity bigger then max length:80 new topic title name:do-not-use_office-365-reports-in-the-admin-center-previewsharepoint-file-activit
Warning,ab05385b-3a2a-4c04-a330-0b96d2261234,Topic title:use-your-custom-domain-to-rename-your-public-website-when-you-have-other-office-365-services bigger then max length:80 new topic title name:use-your-custom-domain-to-rename-your-public-website-when-you-have-other-office-
Warning,58277b71-70d7-4093-9f21-0b9973ed4347,Topic title:use-the-connection-formula-dialog-box-in-dashboard-designer-to-configure-a-filter-connection bigger then max length:80 new topic title name:use-the-connection-formula-dialog-box-in-dashboard-designer-to-configure-a-filte
Warning,e7fc992d-3c51-4b65-bbf4-0c12100aa36e,Topic title:use-best-practice-configurations-for-the-sharepoint-2013-virtual-machines-and-hyper-v-environment bigger then max length:80 new topic title name:use-best-practice-configurations-for-the-sharepoint-2013-virtual-machines-and-hy
Warning,bb2cbf1a-cd72-44e0-9a6b-0de994564aef,Topic title:create-data-connections-by-using-performancepoint-services-sharepoint-server-2013 bigger then max length:80 new topic title name:create-data-connections-by-using-performancepoint-services-sharepoint-server-201
Warning,e2e13d19-21ca-44ef-bd49-0f6120137186,Topic title:how-to-display-values-from-custom-managed-properties-in-search-results-–-option-2 bigger then max length:80 new topic title name:how-to-display-values-from-custom-managed-properties-in-search-results-–-option-
Warning,437c8b48-7a50-4202-af0a-108142179281,Topic title:capabilities-of-mobile-device-management-for-office-365-replacedbyreflectiontopic bigger then max length:80 new topic title name:capabilities-of-mobile-device-management-for-office-365-replacedbyreflectiontopi
Warning,c412a221-576b-45b1-b51e-1087380645f8,Topic title:case-study-youth-organization-boosts-site-traffic-and-improves-productivity-with-sharepoint-and-dynamics-crm bigger then max length:80 new topic title name:case-study-youth-organization-boosts-site-traffic-and-improves-productivity-with
Warning,6d658edf-1400-4fd5-8cbe-11598e89e032,Topic title:add-records-at-aabaco-small-business-to-set-up-your-sharepoint-online-public-website bigger then max length:80 new topic title name:add-records-at-aabaco-small-business-to-set-up-your-sharepoint-online-public-web
Warning,c6bf867d-003d-41e3-991d-11dbf9de88a8,Topic title:create-a-connection-from-dashboard-designer-to-an-analysis-services-data-cube-by-using-performancepoint-services bigger then max length:80 new topic title name:create-a-connection-from-dashboard-designer-to-an-analysis-services-data-cube-by
Warning,0e264283-22ee-408a-9368-143590846158,Topic title:configure-analysis-services-data-source-time-settings-by-using-dashboard-designer bigger then max length:80 new topic title name:configure-analysis-services-data-source-time-settings-by-using-dashboard-designe
Warning,1417afc6-11ae-4a74-8c9c-144736917e44,Topic title:migration-of-windows-claims-authentication-to-saml-based-claims-authentication-in-sharepoint-server-2013 bigger then max length:80 new topic title name:migration-of-windows-claims-authentication-to-saml-based-claims-authentication-i
Warning,85aa1c35-1322-42ad-a625-1496aee67858,Topic title:databases-within-this-farm-are-set-to-read-only-and-will-fail-to-upgrade-unless-it-is-set-to-a-read-write-state bigger then max length:80 new topic title name:databases-within-this-farm-are-set-to-read-only-and-will-fail-to-upgrade-unless-
Warning,783cf970-852c-410d-b91e-1a59cf97396f,Topic title:what-s-new duplicated. New topic title name:what-s-new-0
