VBA Project,GUID,Friendly name
DMC_O365SecComp,e469c10c-234d-4787-9b8c-368e6ea8c188,not-in-build-sync-one-drive-for-business
DMC_O365SecComp,97e9c3d9-df89-458e-924b-369becee5532,review-office-365-cas-alerts
DMC_O365SecComp,40f1d909-9d9d-4d51-b516-36a911f08fca,rename-the-user-profile-service-application-databases
DMC_O365SecComp,997596b5-4173-4627-b915-36abac6786dc,assign-licenses-to-users
DMC_O365SecComp,cdaf9810-59dc-4afb-af6a-36ceb3795da7,create-an-excel-services-dashboard-using-an-odata-data-feed
DMC_O365SecComp,76ca8205-2508-42b0-9c8e-36e1081a7fd4,configure-search-web-parts
DMC_O365SecComp,63d940ce-0a15-49b2-b703-36e37600aa1b,configure-external-access-for-mobile-devices
DMC_O365SecComp,0fb4d4c2-6ef3-4337-bb2c-36f54d0cd369,search-and-investigation
DMC_O365SecComp,fe2491aa-6f9a-41d9-bb96-36f9a1b4f0e4,copy-databases-to-the-new-farm-for-upgrade-to-sharepoint-2013
DMC_O365SecComp,49875211-be10-4c8b-a89c-370bb866ffa1,mobile-devices-planning
DMC_O365SecComp,d3577c90-dda5-45ca-afb0-370d2889b10f,plan-for-directory-synchronization
DMC_O365SecComp,df979ec9-bdf7-4d96-b3a6-37213c45e5da,change-the-content-search-web-part-display-template-and-use-windows-powershell-t
DMC_O365SecComp,2a537f77-5f60-44da-952a-3727852307c6,move-the-user-profile-service-application-databases
DMC_O365SecComp,99cab9d4-ef59-4207-9f2b-3728eb46bf9a,managing-office-365-endpoints
DMC_O365SecComp,c5b49fbd-4c1a-4188-a509-373298e92c1b,ip-support
DMC_O365SecComp,d1691de4-ca0d-446f-a0d0-373a4fc8487b,partially-indexed-items-in-content-search
DMC_O365SecComp,db558423-e06b-4e99-bc78-376b68383c06,plan-for-access-services-in-sharepoint-server-2013
DMC_O365SecComp,837761f9-0e18-4b42-8798-3776997a6c95,high-availability-and-disaster-recovery-concepts
DMC_O365SecComp,e56b99dc-3731-4cdd-8576-3777c3827e49,the-number-of-distributed-cache-hosts-in-the-farm-exceeds-the-recommended-value
DMC_O365SecComp,f6cd6588-f6b6-424a-a9ab-3782b842faee,set-analyze-options-in-advanced-ediscovery
DMC_O365SecComp,c598457b-38d9-434c-b715-3786109cd27e,set-permission-to-a-published-service-application
DMC_O365SecComp,bc080f1c-c4f2-428b-9fc9-378e394a5f75,set-up-any-domain
DMC_O365SecComp,df399658-84ac-4ca6-aaf4-378eef361cbb,what-is-governance-in-sharepoint
DMC_O365SecComp,429e686f-d8a6-455e-a2b6-3791d763f000,meet-data-protection-and-regulatory-reqs-using-microsoft-cloud
DMC_O365SecComp,9f26f796-862d-4b67-a7c5-379c9e8e552b,add-people-to-the-project-team
DMC_O365SecComp,bc60a848-9b41-466b-bf8b-379e1047dad1,track-campaigns-and-convert-leads-to-customers-in-connections
DMC_O365SecComp,5ffff66f-9a8b-495d-9c4d-379e9268d61a,create-a-dashboard-page
DMC_O365SecComp,d2ae606b-2c56-4f72-98f7-37c9b489cf23,paved-over
DMC_O365SecComp,f7d4fb9f-0413-4d2e-829c-37cdd914d680,video-view-documents-and-folders-shared-with-you
DMC_O365SecComp,558f42bf-37ba-4c6c-871c-37e42a21d271,using-a-group-on-a-mobile-device-nib
DMC_O365SecComp,a2f2a5c2-093d-4897-8b7f-37f86d83df04,enable-or-disable-site-collection-features
DMC_O365SecComp,cab37e59-7ae1-403a-8fa2-37fe0701961e,one-or-more-web-applications-are-configured-to-use-windows-classic-authenticatio
DMC_O365SecComp,de17a1ff-79f4-4638-918b-380fb0a15205,health-monitoring-and-reporting
DMC_O365SecComp,bce2c779-4539-4ada-8e8f-3839095dd9c3,planky-s-crypto-primer
DMC_O365SecComp,a078b9a2-6c25-405e-aea9-383f06f6a070,ms-o365-cc-dlppolicieshelp
DMC_O365SecComp,a797682f-ad85-4c08-a354-3850ba2237ee,set-analyze-advanced-settings-in-advanced-ediscovery
DMC_O365SecComp,849b6b07-ddfe-487b-87fa-3857b2870d9b,create-dns-records-at-tpp-wholesale-for-office-365
DMC_O365SecComp,7c8ddec1-c8ff-4a90-afae-387b27a653f1,overview-of-search-result-ranking
DMC_O365SecComp,2560636b-a2b1-4290-8418-38820ee09023,sites-planning
DMC_O365SecComp,0dacbb19-942a-4306-a086-388caa118593,why-don’t-i-see-the-add-remove-users-link
DMC_O365SecComp,4c89a95a-a58c-4fc1-974a-389d4f195383,sharepoint-hybrid
DMC_O365SecComp,067783ba-e22f-41a8-9a1b-38a89c3a30c2,configure-data-refresh-by-using-external-data-connections
DMC_O365SecComp,e237b4ec-25b0-4597-a19d-38b4bd7601e7,send-custom-campaigns-from-connections-for-outlook
DMC_O365SecComp,96153102-1db1-4df8-bca5-38cea80b65ce,add-additional-users-to-microsoft-365-business
DMC_O365SecComp,d0ed313b-7d2d-479b-b3ec-38cf74c030f6,obsolete-extract-an-external-content-type-to-a-bdcm-file
DMC_O365SecComp,c824fa0f-bae9-4791-92ee-38d8e70140ec,accounts-needed-for-hybrid-configuration-and-testing
DMC_O365SecComp,57e5e323-1fd2-44b5-b7e5-38e27efe873c,bi
DMC_O365SecComp,60acf191-eae3-40de-8a25-38f093923914,policy
DMC_O365SecComp,57592cbe-47c1-44c7-8f57-38fa192df4f7,the-server-farm-account-should-not-be-used-for-other-services
DMC_O365SecComp,0acc30f5-7513-4586-b6d4-38ff78d3f95b,change-nameservers-at-aabaco-small-business
DMC_O365SecComp,41a7cd25-0fc2-481e-bf1b-390552da8889,how-do-i-let-my-accountant-know-i-sent-an-invoice
DMC_O365SecComp,40d265d9-dd16-405f-8c85-390975024bad,get-started-with-upgrade
DMC_O365SecComp,6bb02c91-fd0b-42ba-9457-3921cb6dc5b2,provision-the-shared-with-everyone-folder-in-onedrive-for-business
DMC_O365SecComp,5c3f8866-2129-43f7-adf2-3925ae88b54e,create-a-query-to-filter-a-preservation-policy
DMC_O365SecComp,862c1df7-5311-4fd2-8296-39379fad8297,legacy-exchange-hosted-services
DMC_O365SecComp,19b67e2b-1b28-4432-8cca-394803fbdc87,purpose-of-cname
DMC_O365SecComp,3204162b-0b6c-4838-8a11-394b9bfd31de,manage-user-accounts-in-office-365
DMC_O365SecComp,4a004de9-82fd-4275-9eae-395311df2bbf,change-nameservers-at-nearlyfreespeech-net
DMC_O365SecComp,97cdeb47-d432-44a1-8f49-395be7b02946,how-to-take-care-of-your-subscription
DMC_O365SecComp,ca15deea-3645-4a49-b39d-395ff87195fa,test-and-troubleshoot-an-upgrade
DMC_O365SecComp,0112182a-6246-4d8a-8c07-39622be3c4a1,export-and-import-customized-search-configuration-settings
DMC_O365SecComp,a96fca4c-2c07-480b-a2cb-3966ce19dec4,access-office-documents-anywhere-with-office-365
DMC_O365SecComp,e4b1234e-2b69-4c44-9621-398d20122cab,business-data-connectivity-connectors-are-currently-enabled-in-a-partitioned-env
DMC_O365SecComp,37188064-fff7-45fa-a58b-39a200905784,sync-users-from-local-active-directory-to-microsoft-365-business
DMC_O365SecComp,659e3270-98f3-4122-9898-39d1909dcc2e,how-do-i-create-a-customer
DMC_O365SecComp,7a82c397-a2e2-47ab-b371-39d25a66b582,business-plans-you-can-switch-to-in-office-365
DMC_O365SecComp,991abc19-7756-438f-abcb-39f69b80f284,fix-email-delivery-issues-for-error-code-5-7-133-in-office-365
DMC_O365SecComp,758759ad-63ee-4ea9-90a3-39f941897b7d,compare-groups
DMC_O365SecComp,182bd58e-8fe4-4717-9233-3a3546b72ad2,video-create-dns-records-at-hover
DMC_O365SecComp,ab5eb117-0f22-4fa7-a662-3a6bdb0add74,configure-email-forwarding-in-office-365
DMC_O365SecComp,e5d2112f-66f9-4658-b279-3a6de21040c2,add-a-custom-logo-to-your-website
DMC_O365SecComp,3023b276-797e-45e4-9713-3a7535d826fd,use-drive-shipping-to-import-rms-encrypted-pst-files
DMC_O365SecComp,03c199d3-8ec9-4c9e-ae6e-3a7720e69a77,copy-of-adding-and-importing-contacts
DMC_O365SecComp,7ad523f5-db54-4169-81ba-3a7b60f218b7,uninstall-sharepoint-server-2016
DMC_O365SecComp,bbbbb5ce-8f2b-433e-a8a5-3a8ebafcc712,use-remote-windows-powershell-to-manage-users-by-using-fope-sftp-files
DMC_O365SecComp,ceb3723c-a802-4a3f-8b37-3a97f819e55d,branding-issues-that-may-occur-when-upgrading-to-sharepoint-2013-migrated
DMC_O365SecComp,1806e29e-8bcd-4058-b0e7-3aac40a3ae9a,add-columns-to-a-content-type
DMC_O365SecComp,9b1e8b21-7675-4186-beb6-3adeef4360e6,database-types-and-descriptions
DMC_O365SecComp,77a1de32-27b0-486a-b35a-3af33e506bb5,get-help-with-connections-|-microsoft-connections-is-available-to-selected-custo
DMC_O365SecComp,c4f63dc5-9944-40aa-9618-3b2007f17003,troubleshoot-issues-for-office-365-admins
DMC_O365SecComp,018a2a96-3811-4b5d-b751-3b6330b34256,manage-protected-devices
DMC_O365SecComp,f9572348-43a2-43fa-a3d8-3b6c9c042147,important-information-for-e4-customers
DMC_O365SecComp,ec598d28-7bbb-4591-8e39-3b8dd4fda6cf,create-and-configure-a-new-document-set-content-type
DMC_O365SecComp,dcac4cbf-7840-470a-9712-3b968c4f06d0,hybrid-picker-in-the-sharepoint-online-admin-center
DMC_O365SecComp,733647a3-a5d3-475b-967d-3bb627c2a0c2,install-and-manage-apps-for-sharepoint-server
DMC_O365SecComp,0606209e-e6ad-467b-ad51-3bbb372173b4,view-the-version-history-for-a-file-in-a-document-library
DMC_O365SecComp,c3884ad1-bc49-44b8-b3d6-3bc6a01eb393,manage-list-templates
DMC_O365SecComp,427bf749-cfb4-4b5a-80aa-3bd2b24ef4f0,configure-sharepoint-recycle-bin-settings
DMC_O365SecComp,346a0f48-38de-409b-8a58-3bdca1768929,when-to-use-the-content-query-web-part-or-the-content-search-web-part-in-sharepo
DMC_O365SecComp,bc5991d1-c187-495c-8057-3bf2c5653aff,logical-architecture-planning
DMC_O365SecComp,47f50830-a046-4a3f-a374-3bf70604d027,roadmap-to-sharepoint-2013-content
DMC_O365SecComp,2b856342-170a-438e-9a4f-3c092394d3cb,sign-in-to-office-365-with-2-step-verification
DMC_O365SecComp,a19bb905-2984-4512-8e8a-3c17ec3680c0,manage-the-app-catalog
DMC_O365SecComp,b4afbadc-5e91-4e14-bc25-3c2eaa2a27c5,add-your-domain-to-office-365-when-you-want-to-manage-your-own-dns-records
DMC_O365SecComp,b3cb17a1-939c-4314-9f83-3c6b8a309bba,import-a-list-or-document-library
DMC_O365SecComp,4e31d830-e024-4386-bc76-3c6fc46686fe,implement-saml-based-authentication-in-sharepoint-server
DMC_O365SecComp,d7e19a3e-2d4d-4854-8d5f-3c8b99e19595,activate-your-subscription-from-volume-licensing
DMC_O365SecComp,dcd208d0-f50b-46fb-ac8a-3c9a8b2ab357,what-is-a-business-intelligence-center
DMC_O365SecComp,e7cef503-3206-49e9-905a-3ca5f9fb2624,rename-the-business-data-connectivity-databases
DMC_O365SecComp,eaf3c04d-5699-48cb-8b5e-3caa887d51ce,use-the-group-calendar-web-part
DMC_O365SecComp,70e61206-4baf-4672-a2fa-3cb5ac90fd64,libraries
DMC_O365SecComp,7cf5655d-e523-4bc3-a93b-3ccebf44a01a,choose-the-domain-to-use-when-creating-office-365-groups
DMC_O365SecComp,3226b796-fa93-435d-9018-3cebb15467f6,deploy-performancepoint-dashboards
DMC_O365SecComp,0dc9f7d6-0e82-4748-a951-3ced3f167803,multiple-servers-for-a-three-tier-farm
DMC_O365SecComp,2ce4b90f-5eb0-4d5d-8ddb-3cf00952de4e,plan-server-to-server-authentication
DMC_O365SecComp,26272515-e0ec-4764-b148-3cf55e520995,plan-search-for-sharepoint-cross-site-publishing-sites
DMC_O365SecComp,c62e80b9-505d-435d-9dae-3cfc84502aa5,connection-filter-data-types-and-operators
DMC_O365SecComp,ba00a200-ea96-45f6-a423-3cfcffba77f8,about-service-applications-and-services
DMC_O365SecComp,ebc39cf0-9711-4618-8e24-3cfde5aa7ce3,change-the-layout-of-a-web-page
DMC_O365SecComp,06eb120d-0f3f-4865-99c8-3d1bea577984,add-subtitles-or-captions-to-a-video-in-office-365-video
DMC_O365SecComp,66dac24b-4177-4775-bf50-3d267318caa9,switch-the-default-experience-for-lists-or-document-libraries-from-new-or-classi
DMC_O365SecComp,0e9682ca-1c91-49bc-98b2-3d33cde68be1,feedback-about-non-delivery-report-5-7-368
DMC_O365SecComp,9b0de738-90bc-44b1-aec7-3d640205efef,not-in-build-submit-a-timesheet-or-task-status-report-from-your-personal-site
DMC_O365SecComp,beb6acaa-6016-4d54-ba7e-3d6d035e2b46,mail-flow-insights-in-the-office-365-securitycompliance-center
DMC_O365SecComp,a7e4342a-a0a1-4b43-b166-3d7eecf5d2fd,how-dlp-works-between-admin-centers
DMC_O365SecComp,159a55a3-d3d6-4b14-ad53-3d91ce0a43e9,create-a-time-intelligence-filter
DMC_O365SecComp,82be190b-98e0-49e2-9f21-3d95adb7d063,create-a-connection-from-dashboard-designer-to-a-sharepoint-2013-list-by-using-p
DMC_O365SecComp,8c86f6c3-9612-4031-95b2-3d9d5c6e5a30,how-to-move-files-in-sharepoint-online
DMC_O365SecComp,1cffb278-6497-46fc-abd0-3dd652064c89,corporate-portal-and-extranet-sites-design-samples
DMC_O365SecComp,5fe4de15-946a-4944-aab3-3de379901add,from-site-column-to-managed-propertywhat-s-up-with-that
DMC_O365SecComp,cf7d96be-f5b7-4f07-b366-3df3f80d19e9,scripted-monitoring-configuration
DMC_O365SecComp,3d8efc52-0808-4731-8f9b-3dfaeacea3d4,use-filtering-to-modify-a-sharepoint-view
DMC_O365SecComp,a7334c45-7741-41d6-b354-3e3c5631521e,troubleshoot-database-upgrade-issues-in-sharepoint-2013
DMC_O365SecComp,06e587e1-c56d-4913-b358-3e45c2dc19fb,plan-for-communities
DMC_O365SecComp,54ae2002-b38e-43a1-82fa-3e49d78fda56,create-dns-records-at-namecheap
DMC_O365SecComp,c8ac722d-dcaf-4135-8345-3e6327f5d3c5,enroll-your-mobile-device
DMC_O365SecComp,197b8ced-2637-437e-86ef-3e68f082ae0c,get-sharepoint-mobile-apps
DMC_O365SecComp,22ccc8e6-fa86-45ac-b83d-3e705a364845,video-set-up-mobile-devices-with-office-365
DMC_O365SecComp,a99f2acf-381a-442c-b305-3e74c251bcb6,use-a-mobile-device-to-work-with-sharepoint-online-sites
DMC_O365SecComp,8f3d1d19-006b-4c58-9ca6-3e8825eab3e1,office-365-deployment-and-migration-tools
DMC_O365SecComp,bd66c26c-73a4-45a8-8642-3ea4ee7cd89d,set-device-protection-settings-for-windows-10-pcs
DMC_O365SecComp,fe5fc2ab-f8ec-43af-b6e5-3ebe3ddd3731,switch-from-office-365-enterprise-e4-to-e5
DMC_O365SecComp,30f4e254-0b00-49bb-84af-3ece619ad0e4,use-a-records-archive-or-manage-records-in-place
DMC_O365SecComp,6e7a2dfd-8ec4-4eb7-8390-3ee103e5fece,set-up-microsoft-365-business
DMC_O365SecComp,f44fbe43-7e11-475b-a1b2-3f00719a853a,nib-assigning-admin-permissions
DMC_O365SecComp,90b963aa-6eff-4c0d-a511-3f1967fcae38,reset-your-public-website-to-the-default-version
DMC_O365SecComp,3fa7973f-2c1a-4be0-b903-3f1e6bdcf1d8,create-and-configure-a-search-service-application
DMC_O365SecComp,3e5c9a22-816a-4eaf-90ba-3f208185e683,configure-result-sources-for-web-content-management
DMC_O365SecComp,f8c0b31a-0120-40bd-9216-3f308e335cd4,create-a-virtualization-plan
DMC_O365SecComp,af72e110-55c6-4109-b529-3f34a9d4e319,add-users-0
DMC_O365SecComp,38095e9b-5b48-4d2a-a787-3f7900b138e0,machine-translation-service-in-sharepoint-server
DMC_O365SecComp,909ec2f0-05c8-4e92-8ad3-3f8b0b6cf261,get-started-with-sharepoint
DMC_O365SecComp,f4bd2439-3e41-4169-99f6-3fabdfa326ac,install-and-run-idfix
DMC_O365SecComp,d7d023a6-0d61-47ae-b442-3fd8108bcbb7,distributed-cache-service-is-unexpectedly-configured-on-server-s
DMC_O365SecComp,204e075b-4f1c-4445-b478-3fe375c07a08,samanro-test-draft-for-rapid-publishing
DMC_O365SecComp,89502322-bfbb-43d6-9207-4030f8ce26e0,share-your-sites-with-external-users
DMC_O365SecComp,eb39cfa7-7c76-4403-a2f5-403354ebb7ae,assign-exchange-permissions-to-migrate-mailboxes-to-office-365
DMC_O365SecComp,f7fcf9d3-c895-4f91-b9c2-4036519a2fd5,secure-sockets-layer-ssl-and-transport-layer-security-tls-protocol-support-in-sh
DMC_O365SecComp,8c00df57-9fb3-459c-ba87-40480c87bd55,eu-passport-number
DMC_O365SecComp,01abe8d2-33f8-48fe-af76-40522a5afe08,backup-and-recovery-planning
DMC_O365SecComp,ef788d8f-9748-4025-bfe4-40541ca4cfb2,find-sensitive-data-stored-in-sites
DMC_O365SecComp,aa31319c-9196-48c9-a90b-4057e0494c7a,manage-how-users-access-office-documents-on-mobile-devices
DMC_O365SecComp,855ee1a3-9263-425d-bccd-4070d2413aa7,comparing-excel-services-and-excel-web-app-sharepoint-2013
DMC_O365SecComp,88878bbd-e26e-4fed-8f2a-40a81fb4d528,the-timer-service-failed-to-recycle
DMC_O365SecComp,a0fd6fc5-0625-4aef-a41f-40aadbc9d946,all-about-collect-feedback-workflows
DMC_O365SecComp,078c5a89-821f-44a9-9530-40bb34f9f742,all-about-approval-workflows
DMC_O365SecComp,4191e294-9c39-4f2f-a650-40ca1e7e472e,performancepoint-time-intelligence-quick-reference
DMC_O365SecComp,ca1cc1a9-a615-46e1-b6a3-40dbd99939a6,meet-office-365-video
DMC_O365SecComp,9eec911d-5773-422c-9593-40e1147ffbde,create-dns-records-at-windows-based-dns
DMC_O365SecComp,4368223f-1540-44c6-9e1f-40ed9c1f4b9e,records-management-overview
DMC_O365SecComp,4b2c84ec-64d3-4027-af4c-40f69e7b37c9,set-your-scheduling-policies
DMC_O365SecComp,e241e5d9-b1d8-4f1d-a5c8-4106b7325f8c,performance-troubleshooting-plan
DMC_O365SecComp,3446a4e1-79b4-4b40-883d-413fbe4f467d,deploy-office
DMC_O365SecComp,14f7c2d1-5cea-4575-9fad-414b76df3d2e,checklist-for-database-attach-upgrade
DMC_O365SecComp,3f5c4d19-0790-4d5e-b0f0-415da99ff487,business-intelligence-test-lab-guides
DMC_O365SecComp,ee8eb00f-d7c9-4e0f-99bf-416463650554,ms-o365-cc-learnmorenewholdpolicycontentmatchquery
DMC_O365SecComp,4f418e53-b1db-42a5-ba99-41677efe861f,about customizing search results
DMC_O365SecComp,07a83bef-9710-4e3d-851d-419dd04201fd,change-the-order-of-your-tiles-on-the-office-365-app-launcher
DMC_O365SecComp,3dd950b9-1762-4fad-a1e2-41b425668913,activate-power-pivot-site-collection-features
DMC_O365SecComp,466ad207-46fd-4c77-9af1-41bc23cec21a,create-and-manage-a-project-task-list
DMC_O365SecComp,881fc5f8-307d-4351-95a1-4210dcba109c,troubleshoot
DMC_O365SecComp,c24cffe8-fa32-43e4-95ed-42118ef9643d,display-hybrid-federated-search-results-in-sharepoint-online
DMC_O365SecComp,84f3e6b2-f4c2-44e1-bd81-4218350c9eb8,video-collaborate-on-documents
DMC_O365SecComp,94a1e25f-f07b-43f8-9269-421ac64d4d38,v-dahint__create_new_dr_articles
DMC_O365SecComp,c71d5796-d559-48de-b1b3-42383bdd13ea,create-and-manage-document-sets
DMC_O365SecComp,444d2eb9-a264-4480-98e0-424a9ce38388,update-your-privacy-settings-so-others-can-see-what-you’re-working-on
DMC_O365SecComp,50bbf89f-7870-4c2a-ae14-42635e0cfc01,use-sharing-auditing
DMC_O365SecComp,5ce5cf47-2120-4e51-a403-426a13358b7e,anti-spam-and-anti-malware-protection
DMC_O365SecComp,106d6600-374c-46a5-9be1-427d1801894e,aa_test-article
DMC_O365SecComp,183a7ec1-5430-4345-b4a0-427dad71b77b,retired-in-oct-2016
DMC_O365SecComp,0853bed9-1084-413b-bf91-427dc643a5e5,configure-excel-services-data-refresh-by-using-external-data-connections-in-shar
DMC_O365SecComp,8ca2588d-9dc7-45aa-90a4-428d4d695d07,understanding-query-rules
DMC_O365SecComp,2a6913bd-d976-42ed-b22d-42a6511e58f9,feedback-about-non-delivery-report-5-7-362
DMC_O365SecComp,27b3f351-9103-40dc-ac53-42b93ed33b86,adding-users-nib
DMC_O365SecComp,1237e096-7ff8-4e7d-bfad-42bee469b0ea,understand-attacks-that-are-targeted-at-your-organization-office-365-threat-inte
DMC_O365SecComp,6442c6de-ff0a-4556-8ba4-42c8b15708e1,customize-the-look-of-your-community
DMC_O365SecComp,8766f85c-350d-46f3-9a80-42de99aff610,publish-or-unpublish-a-version-of-a-file
DMC_O365SecComp,cf0889c0-b287-4f45-bce7-42e30963f1f3,manage-group-creation
DMC_O365SecComp,616e7c3b-31d5-443f-b056-42e72509e82a,create-an-external-content-type
DMC_O365SecComp,6ed6d143-10a6-4c59-9326-42ec4f071058,web-parts-modern
DMC_O365SecComp,1966b2a7-d1e2-4d92-ab61-42efbb137f5e,data-loss-prevention-policies
DMC_O365SecComp,4ab7d5bc-abd7-40df-a3db-4306044af01f,explore-sharepoint-server-hybrid
DMC_O365SecComp,a4aefafe-5f78-49c3-b4d3-430ba10ecb10,findhelptiles
DMC_O365SecComp,fc1ea7e0-3680-4778-ad96-4328c60d517c,fix-email-delivery-issues-for-error-code-5-7-13-or-5-7-135-in-office-365
DMC_O365SecComp,b1926e3b-5263-46e0-ac35-433236dae704,install-or-uninstall-language-packs
DMC_O365SecComp,984e2448-e53a-4b4e-bd4a-4340213218a2,manage-crawl-rules
DMC_O365SecComp,2e5fbe9f-ee4d-4178-8ff8-4356bc1b168e,manage-legal-investigations
DMC_O365SecComp,e9fb7343-86a8-4b78-b231-435c8f7fbbf4,what-if-i-want-to-host-my-website-with-office-365
DMC_O365SecComp,66b574bb-08b4-46b6-a6a0-435fd98194cc,open-in-explorer-or-view-with-file-explorer-in-sharepoint
DMC_O365SecComp,38ab37cb-2915-4ed5-bd33-4360f8c23f58,change-nameservers-at-melbourne-it
DMC_O365SecComp,ff4d9218-09b3-4fb5-a622-43866e133feb,pay-your-bill-for-office-365-or-azure
DMC_O365SecComp,056938ab-753c-40d5-88bb-4392ee485c84,black-forest-migration
DMC_O365SecComp,a28499a5-b82e-41ae-b668-439526091a11,manage-office-365-for-business
DMC_O365SecComp,0f6cd105-974f-44a4-aadb-43ac5bdfd247,how-does-versioning-work-in-a-sharepoint-list-or-library
DMC_O365SecComp,7acd33ce-1ec8-49fb-b625-43bac7b58c5a,reports-in-security-and-compliance
DMC_O365SecComp,70a62f09-45ea-4968-8482-43cddfb8cc01,customize-your-team-site-for-file-storage-and-sharing
DMC_O365SecComp,b7831583-3e11-4e4d-ab8b-440a2c25cf9d,v-dahint__newdrarticle_unsupported_boilerplate
DMC_O365SecComp,015e4572-5f42-477e-99cd-44277f113223,add-records-at-dnsmadeeasy-to-set-up-your-sharepoint-online-public-website
DMC_O365SecComp,b4c2dace-97fc-43c7-8991-44279a4fe05d,use-a-sample-mim-solution-in-sharepoint-server-2016
DMC_O365SecComp,fb651b8b-5657-4686-b084-443016aba76c,the-paging-file-size-should-exceed-the-amount-of-physical-ram-in-the-system
DMC_O365SecComp,23e062e9-c6b2-474f-bc26-4436cc544976,enable-archive-mailboxes-for-all-your-users
DMC_O365SecComp,362b1684-ad95-4a53-b826-443d8d9bdee0,add-edit-minimize-or-delete-a-web-part-on-a-classic-page
DMC_O365SecComp,7b2ea190-5f9b-4876-86e5-4440354c381a,export-content-and-create-reports-in-the-ediscovery-center
DMC_O365SecComp,64eecf8e-bd8f-4a4c-981b-444abca447de,configure-licensing
DMC_O365SecComp,3efb6e12-ad3c-41c7-9def-446df626aefd,server-to-server-authentication-and-user-profiles
DMC_O365SecComp,86ffc7e1-293e-4ca9-8235-4480307f4210,best-practices-for-using-fine-grained-permissions-in-sharepoint-server
DMC_O365SecComp,17940580-6ca1-48d3-bf79-44830c3a3424,understand-your-new-bill-for-office-365-for-business
DMC_O365SecComp,ab35f18f-19fa-4a4e-9f89-448349f76df5,bookings
DMC_O365SecComp,ae950c9e-e8d9-4108-b0cb-449156998580,set-up-your-domain-host-specific-instructions
DMC_O365SecComp,d96989c4-6efc-4523-9c89-44ce06e601bf,remove-an-alias-from-a-group
DMC_O365SecComp,ce16986a-25ec-4907-b820-44d01ae8afb5,add-a-page-to-a-communication-site
DMC_O365SecComp,f86e8177-936e-491e-9024-44dea2b296ff,add-a-partner
DMC_O365SecComp,f737fb8b-afb7-45b9-b9b5-4505d4427dd1,formatting-list-views-with-json
DMC_O365SecComp,e4eed8e3-93e3-4a0c-835b-4505ee914398,exchange-online
DMC_O365SecComp,fcfdb2ad-9d0e-43ca-8bfa-45064eeca5af,configure-the-unattended-service-account-0
DMC_O365SecComp,80e1023b-d642-4b0c-8867-4509330cc31d,download-a-browser-that-s-supported-in-office-365
DMC_O365SecComp,64233599-f18c-4081-a3ce-450e878a1b9f,system-requirements-for-sharepoint-server-2016
DMC_O365SecComp,a4b31f53-f044-470e-9823-4526594bacde,add-edit-or-delete-list-items
DMC_O365SecComp,bf64f2b5-c32c-4ee9-9c1c-452f22ef832f,upload-view-and-remove-project-files-or-documents
DMC_O365SecComp,436722be-4c34-4e49-b3b5-45319b9c2a6e,learn-more-about-auditing-in-exchange-online
DMC_O365SecComp,0a09be02-0466-4f28-b82b-4536f33455d3,reset-my-password-in-office-365
DMC_O365SecComp,e15992a9-8e27-4ea6-a3c2-453965b0a1c3,power-bi
DMC_O365SecComp,caa1fccc-bcdb-42f3-9e5b-45957647ffd7,change-your-personal-language-and-region-settings
DMC_O365SecComp,0f7b1d7c-4086-4331-8534-45d7886f9f34,create-and-edit-autopilot-devices
DMC_O365SecComp,e8baee59-a84d-4f56-bdeb-45de7d522b68,integrate-a-yammer-network-into-sharepoint-server-2013-with-social-features
DMC_O365SecComp,449b414f-0d49-4b07-8221-45e1b717205d,about-configuring-the-search-navigation-web-part
DMC_O365SecComp,d8c6ce52-f8a2-4661-97f7-45e49351bdb9,migrate-your-content-to-sharepoint-online
DMC_O365SecComp,9e7368a1-9299-4827-b756-45fb3b4ad809,overview-of-scripted-monitoring-configuration
DMC_O365SecComp,10d5ad43-edbd-44d2-9e71-461728b8e2c5,visio-graphics-service-trusted-data-providers-configuration
DMC_O365SecComp,d55e6dd4-5973-4982-a9a6-462ef4d360d0,what’s-a-work-or-school-account
DMC_O365SecComp,32bc4341-ba5f-444b-bd55-462f67f16c27,security-for-sharepoint-server
DMC_O365SecComp,83c1c11b-3d7c-4852-b597-46309e0892b3,sharepoint-online-help
DMC_O365SecComp,b282f4ef-d08d-4363-851e-4640046b170b,add-embedded-code-or-javascript-to-a-web-page
DMC_O365SecComp,3cd61ae7-a9ed-4e1e-bf6d-4655f0bf25ca,customize-the-navigation-on-your-sharepoint-site
DMC_O365SecComp,2e5ad347-a6ab-4e7a-a9df-4663fb0a09dc,switch-office-365-plans-using-the-switch-plans-wizard
DMC_O365SecComp,3d6d004c-b9b3-4f00-9966-467e0e63d1a5,compliance-and-ediscovery-capacity-and-performance
DMC_O365SecComp,e318ac04-1b3c-478a-957c-4684ee5c7965,language-packs
DMC_O365SecComp,cbb3b242-76ed-4539-b454-4685a84d57c5,restore-a-web-application
DMC_O365SecComp,da549fb1-1fcb-4167-87d0-4693e93cb7a0,upload-files-to-a-library
DMC_O365SecComp,d945f7dd-f62f-4ca7-b3e7-469824cfd493,data-spillage-scenariosearch-and-purge
DMC_O365SecComp,e1df7561-209d-4362-96d4-469f85ab2a82,use-the-quick-links-web-part
DMC_O365SecComp,96dc4ef1-cec8-47d0-b995-46bca3e8eda2,back-up-a-service-application
